Domain,QID,Tone,Run 1
Formal Logic,3130,Very Rude,100
Formal Logic,3133,Very Friendly,100
Formal Logic,3133,Friendly,100
Formal Logic,3133,Neutral,100
Formal Logic,3133,Rude,100
Formal Logic,3133,Very Rude,100
Formal Logic,3135,Very Friendly,100
Formal Logic,3135,Friendly,100
Formal Logic,3135,Neutral,100
Formal Logic,3135,Rude,100
Formal Logic,3135,Very Rude,100
Formal Logic,3144,Very Friendly,100
Formal Logic,3144,Friendly,100
Formal Logic,3144,Neutral,100
Formal Logic,3144,Rude,100
Formal Logic,3144,Very Rude,100
Formal Logic,3162,Very Friendly,100
Formal Logic,3162,Friendly,100
Formal Logic,3162,Neutral,100
Formal Logic,3162,Rude,100
Formal Logic,3162,Very Rude,100
Formal Logic,3169,Very Friendly,100
Formal Logic,3169,Friendly,100
Formal Logic,3169,Neutral,0
Formal Logic,3169,Rude,100
Formal Logic,3169,Very Rude,100
Formal Logic,3190,Very Friendly,100
Formal Logic,3190,Friendly,100
Formal Logic,3190,Neutral,100
Formal Logic,3190,Rude,100
Formal Logic,3190,Very Rude,100
Formal Logic,3201,Very Friendly,0
Formal Logic,3201,Friendly,0
Formal Logic,3201,Neutral,0
Formal Logic,3201,Rude,0
Formal Logic,3201,Very Rude,0
Formal Logic,3204,Very Friendly,100
Formal Logic,3204,Friendly,100
Formal Logic,3204,Neutral,100
Formal Logic,3204,Rude,100
Formal Logic,3204,Very Rude,100
Formal Logic,3207,Very Friendly,100
Formal Logic,3207,Friendly,100
Formal Logic,3207,Neutral,100
Formal Logic,3207,Rude,100
Formal Logic,3207,Very Rude,100
Formal Logic,3221,Very Friendly,0
Formal Logic,3221,Friendly,0
Formal Logic,3221,Neutral,0
Formal Logic,3221,Rude,0
Formal Logic,3221,Very Rude,0
Formal Logic,3244,Very Friendly,100
Formal Logic,3244,Friendly,100
Formal Logic,3244,Neutral,100
Formal Logic,3244,Rude,100
Formal Logic,3244,Very Rude,100
Formal Logic,3253,Very Friendly,100
Formal Logic,3253,Friendly,100
Formal Logic,3253,Neutral,100
Formal Logic,3253,Rude,100
Formal Logic,3253,Very Rude,100
Formal Logic,3254,Very Friendly,100
Formal Logic,3254,Friendly,100
Formal Logic,3254,Neutral,100
Formal Logic,3254,Rude,100
Formal Logic,3254,Very Rude,100
Formal Logic,3276,Very Friendly,0
Formal Logic,3276,Friendly,0
Formal Logic,3276,Neutral,0
Formal Logic,3276,Rude,0
Formal Logic,3276,Very Rude,0
Formal Logic,3280,Very Friendly,0
Formal Logic,3280,Friendly,0
Formal Logic,3280,Neutral,0
Formal Logic,3280,Rude,0
Formal Logic,3280,Very Rude,0
Formal Logic,3304,Very Friendly,100
Formal Logic,3304,Friendly,100
Formal Logic,3304,Neutral,100
Formal Logic,3304,Rude,100
Formal Logic,3304,Very Rude,100
Formal Logic,3306,Very Friendly,100
Formal Logic,3306,Friendly,100
Formal Logic,3306,Neutral,100
Formal Logic,3306,Rude,100
Formal Logic,3306,Very Rude,100
Formal Logic,3309,Very Friendly,0
Formal Logic,3309,Friendly,0
Formal Logic,3309,Neutral,0
Formal Logic,3309,Rude,0
Formal Logic,3309,Very Rude,0
Formal Logic,3313,Very Friendly,100
Formal Logic,3313,Friendly,100
Formal Logic,3313,Neutral,100
Formal Logic,3313,Rude,100
Formal Logic,3313,Very Rude,100
Formal Logic,3314,Very Friendly,100
Formal Logic,3314,Friendly,100
Formal Logic,3314,Neutral,100
Formal Logic,3314,Rude,100
Formal Logic,3314,Very Rude,100
Formal Logic,3319,Very Friendly,100
Formal Logic,3319,Friendly,100
Formal Logic,3319,Neutral,100
Formal Logic,3319,Rude,100
Formal Logic,3319,Very Rude,100
Formal Logic,3321,Very Friendly,100
Formal Logic,3321,Friendly,100
Formal Logic,3321,Neutral,100
Formal Logic,3321,Rude,100
Formal Logic,3321,Very Rude,100
Formal Logic,3323,Very Friendly,100
Formal Logic,3323,Friendly,100
Formal Logic,3323,Neutral,100
Formal Logic,3323,Rude,100
Formal Logic,3323,Very Rude,100
Formal Logic,3337,Very Friendly,100
Formal Logic,3337,Friendly,100
Formal Logic,3337,Neutral,100
Formal Logic,3337,Rude,100
Formal Logic,3337,Very Rude,100
Formal Logic,3351,Very Friendly,100
Formal Logic,3351,Friendly,100
Formal Logic,3351,Neutral,100
Formal Logic,3351,Rude,100
Formal Logic,3351,Very Rude,100
Formal Logic,3360,Very Friendly,100
Formal Logic,3360,Friendly,100
Formal Logic,3360,Neutral,100
Formal Logic,3360,Rude,100
Formal Logic,3360,Very Rude,100
Formal Logic,3378,Very Friendly,100
Formal Logic,3378,Friendly,100
Formal Logic,3378,Neutral,100
Formal Logic,3378,Rude,100
Formal Logic,3378,Very Rude,100
Formal Logic,3399,Very Friendly,0
Formal Logic,3399,Friendly,0
Formal Logic,3399,Neutral,0
Formal Logic,3399,Rude,0
Formal Logic,3399,Very Rude,0
Formal Logic,3434,Very Friendly,0
Formal Logic,3434,Friendly,0
Formal Logic,3434,Neutral,0
Formal Logic,3434,Rude,0
Formal Logic,3434,Very Rude,0
Formal Logic,3440,Very Friendly,100
Formal Logic,3440,Friendly,100
Formal Logic,3440,Neutral,100
Formal Logic,3440,Rude,100
Formal Logic,3440,Very Rude,100
Formal Logic,3478,Very Friendly,0
Formal Logic,3478,Friendly,0
Formal Logic,3478,Neutral,0
Formal Logic,3478,Rude,0
Formal Logic,3478,Very Rude,0
Formal Logic,3484,Very Friendly,100
Formal Logic,3484,Friendly,100
Formal Logic,3484,Neutral,100
Formal Logic,3484,Rude,100
Formal Logic,3484,Very Rude,100
Formal Logic,3489,Very Friendly,100
Formal Logic,3489,Friendly,100
Formal Logic,3489,Neutral,100
Formal Logic,3489,Rude,100
Formal Logic,3489,Very Rude,100
Formal Logic,3495,Very Friendly,100
Formal Logic,3495,Friendly,100
Formal Logic,3495,Neutral,100
Formal Logic,3495,Rude,100
Formal Logic,3495,Very Rude,100
Formal Logic,3500,Very Friendly,0
Formal Logic,3500,Friendly,0
Formal Logic,3500,Neutral,0
Formal Logic,3500,Rude,0
Formal Logic,3500,Very Rude,0
Formal Logic,3501,Very Friendly,100
Formal Logic,3501,Friendly,0
Formal Logic,3501,Neutral,100
Formal Logic,3501,Rude,0
Formal Logic,3501,Very Rude,100
Formal Logic,3505,Very Friendly,0
Formal Logic,3505,Friendly,0
Formal Logic,3505,Neutral,0
Formal Logic,3505,Rude,0
Formal Logic,3505,Very Rude,0
Formal Logic,3509,Very Friendly,0
Formal Logic,3509,Friendly,0
Formal Logic,3509,Neutral,0
Formal Logic,3509,Rude,0
Formal Logic,3509,Very Rude,0
Formal Logic,3525,Very Friendly,0
Formal Logic,3525,Friendly,0
Formal Logic,3525,Neutral,0
Formal Logic,3525,Rude,0
Formal Logic,3525,Very Rude,0
Formal Logic,3540,Very Friendly,0
Formal Logic,3540,Friendly,0
Formal Logic,3540,Neutral,0
Formal Logic,3540,Rude,0
Formal Logic,3540,Very Rude,0
Formal Logic,3541,Very Friendly,0
Formal Logic,3541,Friendly,0
Formal Logic,3541,Neutral,0
Formal Logic,3541,Rude,0
Formal Logic,3541,Very Rude,0
Formal Logic,3544,Very Friendly,0
Formal Logic,3544,Friendly,0
Formal Logic,3544,Neutral,100
Formal Logic,3544,Rude,0
Formal Logic,3544,Very Rude,0
Formal Logic,3545,Very Friendly,0
Formal Logic,3545,Friendly,0
Formal Logic,3545,Neutral,0
Formal Logic,3545,Rude,0
Formal Logic,3545,Very Rude,0
Formal Logic,3550,Very Friendly,0
Formal Logic,3550,Friendly,0
Formal Logic,3550,Neutral,0
Formal Logic,3550,Rude,0
Formal Logic,3550,Very Rude,0
Formal Logic,3556,Very Friendly,0
Formal Logic,3556,Friendly,0
Formal Logic,3556,Neutral,0
Formal Logic,3556,Rude,0
Formal Logic,3556,Very Rude,0
Formal Logic,3565,Very Friendly,0
Formal Logic,3565,Friendly,0
Formal Logic,3565,Neutral,0
Formal Logic,3565,Rude,0
Formal Logic,3565,Very Rude,0
Formal Logic,3584,Very Friendly,100
Formal Logic,3584,Friendly,100
Formal Logic,3584,Neutral,100
Formal Logic,3584,Rude,100
Formal Logic,3584,Very Rude,100
Formal Logic,3587,Very Friendly,100
Formal Logic,3587,Friendly,100
Formal Logic,3587,Neutral,100
Formal Logic,3587,Rude,100
Formal Logic,3587,Very Rude,100
Formal Logic,3589,Very Friendly,100
Formal Logic,3589,Friendly,100
Formal Logic,3589,Neutral,100
Formal Logic,3589,Rude,100
Formal Logic,3589,Very Rude,100
Formal Logic,3607,Very Friendly,100
Formal Logic,3607,Friendly,100
Formal Logic,3607,Neutral,100
Formal Logic,3607,Rude,100
Formal Logic,3607,Very Rude,100
Formal Logic,3608,Very Friendly,100
Formal Logic,3608,Friendly,100
Formal Logic,3608,Neutral,100
Formal Logic,3608,Rude,100
Formal Logic,3608,Very Rude,100
Formal Logic,3618,Very Friendly,0
Formal Logic,3618,Friendly,0
Formal Logic,3618,Neutral,0
Formal Logic,3618,Rude,0
Formal Logic,3618,Very Rude,0
Formal Logic,3624,Very Friendly,0
Formal Logic,3624,Friendly,0
Formal Logic,3624,Neutral,0
Formal Logic,3624,Rude,0
Formal Logic,3624,Very Rude,0
Formal Logic,3629,Very Friendly,0
Formal Logic,3629,Friendly,100
Formal Logic,3629,Neutral,100
Formal Logic,3629,Rude,100
Formal Logic,3629,Very Rude,0
Formal Logic,3682,Very Friendly,100
Formal Logic,3682,Friendly,100
Formal Logic,3682,Neutral,100
Formal Logic,3682,Rude,100
Formal Logic,3682,Very Rude,100
Formal Logic,3700,Very Friendly,100
Formal Logic,3700,Friendly,100
Formal Logic,3700,Neutral,100
Formal Logic,3700,Rude,100
Formal Logic,3700,Very Rude,100
Formal Logic,3713,Very Friendly,0
Formal Logic,3713,Friendly,0
Formal Logic,3713,Neutral,0
Formal Logic,3713,Rude,0
Formal Logic,3713,Very Rude,0
Formal Logic,3716,Very Friendly,0
Formal Logic,3716,Friendly,0
Formal Logic,3716,Neutral,0
Formal Logic,3716,Rude,0
Formal Logic,3716,Very Rude,0
Formal Logic,3718,Very Friendly,100
Formal Logic,3718,Friendly,100
Formal Logic,3718,Neutral,100
Formal Logic,3718,Rude,100
Formal Logic,3718,Very Rude,100
Formal Logic,3738,Very Friendly,100
Formal Logic,3738,Friendly,100
Formal Logic,3738,Neutral,100
Formal Logic,3738,Rude,100
Formal Logic,3738,Very Rude,100
Formal Logic,3752,Very Friendly,0
Formal Logic,3752,Friendly,0
Formal Logic,3752,Neutral,0
Formal Logic,3752,Rude,0
Formal Logic,3752,Very Rude,0
Formal Logic,3757,Very Friendly,0
Formal Logic,3757,Friendly,0
Formal Logic,3757,Neutral,0
Formal Logic,3757,Rude,0
Formal Logic,3757,Very Rude,0
Formal Logic,3761,Very Friendly,100
Formal Logic,3761,Friendly,100
Formal Logic,3761,Neutral,100
Formal Logic,3761,Rude,100
Formal Logic,3761,Very Rude,100
Formal Logic,3762,Very Friendly,0
Formal Logic,3762,Friendly,0
Formal Logic,3762,Neutral,0
Formal Logic,3762,Rude,0
Formal Logic,3762,Very Rude,0
Formal Logic,3790,Very Friendly,100
Formal Logic,3790,Friendly,100
Formal Logic,3790,Neutral,100
Formal Logic,3790,Rude,100
Formal Logic,3790,Very Rude,100
Formal Logic,3796,Very Friendly,100
Formal Logic,3796,Friendly,100
Formal Logic,3796,Neutral,100
Formal Logic,3796,Rude,100
Formal Logic,3796,Very Rude,100
Formal Logic,3798,Very Friendly,100
Formal Logic,3798,Friendly,100
Formal Logic,3798,Neutral,100
Formal Logic,3798,Rude,100
Formal Logic,3798,Very Rude,100
Formal Logic,3801,Very Friendly,0
Formal Logic,3801,Friendly,0
Formal Logic,3801,Neutral,0
Formal Logic,3801,Rude,0
Formal Logic,3801,Very Rude,0
Formal Logic,3810,Very Friendly,100
Formal Logic,3810,Friendly,100
Formal Logic,3810,Neutral,0
Formal Logic,3810,Rude,100
Formal Logic,3810,Very Rude,100
Formal Logic,3817,Very Friendly,100
Formal Logic,3817,Friendly,100
Formal Logic,3817,Neutral,100
Formal Logic,3817,Rude,100
Formal Logic,3817,Very Rude,100
Formal Logic,3830,Very Friendly,100
Formal Logic,3830,Friendly,100
Formal Logic,3830,Neutral,100
Formal Logic,3830,Rude,100
Formal Logic,3830,Very Rude,100
Formal Logic,3832,Very Friendly,0
Formal Logic,3832,Friendly,0
Formal Logic,3832,Neutral,0
Formal Logic,3832,Rude,0
Formal Logic,3832,Very Rude,0
Formal Logic,3839,Very Friendly,100
Formal Logic,3839,Friendly,100
Formal Logic,3839,Neutral,100
Formal Logic,3839,Rude,100
Formal Logic,3839,Very Rude,100
Formal Logic,3850,Very Friendly,100
Formal Logic,3850,Friendly,100
Formal Logic,3850,Neutral,100
Formal Logic,3850,Rude,100
Formal Logic,3850,Very Rude,100
Formal Logic,3871,Very Friendly,0
Formal Logic,3871,Friendly,0
Formal Logic,3871,Neutral,0
Formal Logic,3871,Rude,0
Formal Logic,3871,Very Rude,0
Formal Logic,3872,Very Friendly,100
Formal Logic,3872,Friendly,100
Formal Logic,3872,Neutral,100
Formal Logic,3872,Rude,100
Formal Logic,3872,Very Rude,100
Formal Logic,3879,Very Friendly,100
Formal Logic,3879,Friendly,100
Formal Logic,3879,Neutral,100
Formal Logic,3879,Rude,100
Formal Logic,3879,Very Rude,100
Formal Logic,3890,Very Friendly,0
Formal Logic,3890,Friendly,0
Formal Logic,3890,Neutral,0
Formal Logic,3890,Rude,0
Formal Logic,3890,Very Rude,0
Formal Logic,3906,Very Friendly,100
Formal Logic,3906,Friendly,100
Formal Logic,3906,Neutral,100
Formal Logic,3906,Rude,100
Formal Logic,3906,Very Rude,100
Formal Logic,3908,Very Friendly,0
Formal Logic,3908,Friendly,0
Formal Logic,3908,Neutral,0
Formal Logic,3908,Rude,0
Formal Logic,3908,Very Rude,0
Formal Logic,3917,Very Friendly,100
Formal Logic,3917,Friendly,100
Formal Logic,3917,Neutral,100
Formal Logic,3917,Rude,100
Formal Logic,3917,Very Rude,100
Formal Logic,3928,Very Friendly,100
Formal Logic,3928,Friendly,100
Formal Logic,3928,Neutral,100
Formal Logic,3928,Rude,100
Formal Logic,3928,Very Rude,100
Formal Logic,3931,Very Friendly,0
Formal Logic,3931,Friendly,0
Formal Logic,3931,Neutral,0
Formal Logic,3931,Rude,0
Formal Logic,3931,Very Rude,0
Formal Logic,3932,Very Friendly,100
Formal Logic,3932,Friendly,100
Formal Logic,3932,Neutral,100
Formal Logic,3932,Rude,100
Formal Logic,3932,Very Rude,100
Formal Logic,3933,Very Friendly,0
Formal Logic,3933,Friendly,0
Formal Logic,3933,Neutral,0
Formal Logic,3933,Rude,0
Formal Logic,3933,Very Rude,0
Formal Logic,3943,Very Friendly,100
Formal Logic,3943,Friendly,0
Formal Logic,3943,Neutral,0
Formal Logic,3943,Rude,100
Formal Logic,3943,Very Rude,0
Formal Logic,3945,Very Friendly,100
Formal Logic,3945,Friendly,100
Formal Logic,3945,Neutral,100
Formal Logic,3945,Rude,100
Formal Logic,3945,Very Rude,100
Formal Logic,3948,Very Friendly,100
Formal Logic,3948,Friendly,100
Formal Logic,3948,Neutral,100
Formal Logic,3948,Rude,100
Formal Logic,3948,Very Rude,100
Formal Logic,3965,Very Friendly,100
Formal Logic,3965,Friendly,100
Formal Logic,3965,Neutral,100
Formal Logic,3965,Rude,100
Formal Logic,3965,Very Rude,100
Formal Logic,4003,Very Friendly,100
Formal Logic,4003,Friendly,100
Formal Logic,4003,Neutral,0
Formal Logic,4003,Rude,100
Formal Logic,4003,Very Rude,100
Formal Logic,4006,Very Friendly,100
Formal Logic,4006,Friendly,100
Formal Logic,4006,Neutral,100
Formal Logic,4006,Rude,100
Formal Logic,4006,Very Rude,100
Formal Logic,4020,Very Friendly,100
Formal Logic,4020,Friendly,100
Formal Logic,4020,Neutral,100
Formal Logic,4020,Rude,100
Formal Logic,4020,Very Rude,100
Formal Logic,4025,Very Friendly,100
Formal Logic,4025,Friendly,100
Formal Logic,4025,Neutral,100
Formal Logic,4025,Rude,100
Formal Logic,4025,Very Rude,100
Formal Logic,4032,Very Friendly,0
Formal Logic,4032,Friendly,0
Formal Logic,4032,Neutral,0
Formal Logic,4032,Rude,0
Formal Logic,4032,Very Rude,0
Formal Logic,4048,Very Friendly,0
Formal Logic,4048,Friendly,0
Formal Logic,4048,Neutral,0
Formal Logic,4048,Rude,0
Formal Logic,4048,Very Rude,0
Formal Logic,4063,Very Friendly,0
Formal Logic,4063,Friendly,0
Formal Logic,4063,Neutral,0
Formal Logic,4063,Rude,100
Formal Logic,4063,Very Rude,0
Formal Logic,4065,Very Friendly,100
Formal Logic,4065,Friendly,100
Formal Logic,4065,Neutral,0
Formal Logic,4065,Rude,100
Formal Logic,4065,Very Rude,100
Formal Logic,4066,Very Friendly,100
Formal Logic,4066,Friendly,100
Formal Logic,4066,Neutral,100
Formal Logic,4066,Rude,100
Formal Logic,4066,Very Rude,100
Formal Logic,4067,Very Friendly,0
Formal Logic,4067,Friendly,0
Formal Logic,4067,Neutral,0
Formal Logic,4067,Rude,0
Formal Logic,4067,Very Rude,0
Formal Logic,4074,Very Friendly,0
Formal Logic,4074,Friendly,0
Formal Logic,4074,Neutral,0
Formal Logic,4074,Rude,0
Formal Logic,4074,Very Rude,0
Formal Logic,4079,Very Friendly,100
Formal Logic,4079,Friendly,100
Formal Logic,4079,Neutral,100
Formal Logic,4079,Rude,100
Formal Logic,4079,Very Rude,100
Formal Logic,4092,Very Friendly,100
Formal Logic,4092,Friendly,100
Formal Logic,4092,Neutral,100
Formal Logic,4092,Rude,100
Formal Logic,4092,Very Rude,100
Formal Logic,4095,Very Friendly,0
Formal Logic,4095,Friendly,0
Formal Logic,4095,Neutral,0
Formal Logic,4095,Rude,0
Formal Logic,4095,Very Rude,0
Formal Logic,4096,Very Friendly,0
Formal Logic,4096,Friendly,0
Formal Logic,4096,Neutral,0
Formal Logic,4096,Rude,0
Formal Logic,4096,Very Rude,0
Formal Logic,4122,Very Friendly,0
Formal Logic,4122,Friendly,0
Formal Logic,4122,Neutral,0
Formal Logic,4122,Rude,0
Formal Logic,4122,Very Rude,0
Formal Logic,4129,Very Friendly,100
Formal Logic,4129,Friendly,100
Formal Logic,4129,Neutral,100
Formal Logic,4129,Rude,100
Formal Logic,4129,Very Rude,100
Formal Logic,4140,Very Friendly,0
Formal Logic,4140,Friendly,0
Formal Logic,4140,Neutral,0
Formal Logic,4140,Rude,0
Formal Logic,4140,Very Rude,0
Formal Logic,4149,Very Friendly,100
Formal Logic,4149,Friendly,100
Formal Logic,4149,Neutral,100
Formal Logic,4149,Rude,100
Formal Logic,4149,Very Rude,100
Formal Logic,4155,Very Friendly,0
Formal Logic,4155,Friendly,0
Formal Logic,4155,Neutral,0
Formal Logic,4155,Rude,0
Formal Logic,4155,Very Rude,0
Formal Logic,4158,Very Friendly,100
Formal Logic,4158,Friendly,100
Formal Logic,4158,Neutral,100
Formal Logic,4158,Rude,100
Formal Logic,4158,Very Rude,100
Formal Logic,4159,Very Friendly,100
Formal Logic,4159,Friendly,100
Formal Logic,4159,Neutral,100
Formal Logic,4159,Rude,100
Formal Logic,4159,Very Rude,100
Formal Logic,4160,Very Friendly,0
Formal Logic,4160,Friendly,0
Formal Logic,4160,Neutral,0
Formal Logic,4160,Rude,0
Formal Logic,4160,Very Rude,100
Formal Logic,4161,Very Friendly,100
Formal Logic,4161,Friendly,100
Formal Logic,4161,Neutral,100
Formal Logic,4161,Rude,100
Formal Logic,4161,Very Rude,100
Formal Logic,4169,Very Friendly,0
Formal Logic,4169,Friendly,0
Formal Logic,4169,Neutral,0
Formal Logic,4169,Rude,0
Formal Logic,4169,Very Rude,0
Formal Logic,4178,Very Friendly,100
Formal Logic,4178,Friendly,100
Formal Logic,4178,Neutral,100
Formal Logic,4178,Rude,100
Formal Logic,4178,Very Rude,100
Formal Logic,4189,Very Friendly,100
Formal Logic,4189,Friendly,100
Formal Logic,4189,Neutral,100
Formal Logic,4189,Rude,100
Formal Logic,4189,Very Rude,100
Formal Logic,4191,Very Friendly,100
Formal Logic,4191,Friendly,100
Formal Logic,4191,Neutral,100
Formal Logic,4191,Rude,100
Formal Logic,4191,Very Rude,100
Formal Logic,4216,Very Friendly,0
Formal Logic,4216,Friendly,0
Formal Logic,4216,Neutral,0
Formal Logic,4216,Rude,0
Formal Logic,4216,Very Rude,0
Formal Logic,4257,Very Friendly,0
Formal Logic,4257,Friendly,0
Formal Logic,4257,Neutral,0
Formal Logic,4257,Rude,0
Formal Logic,4257,Very Rude,0
Formal Logic,4261,Very Friendly,100
Formal Logic,4261,Friendly,100
Formal Logic,4261,Neutral,100
Formal Logic,4261,Rude,100
Formal Logic,4261,Very Rude,100
Formal Logic,4262,Very Friendly,0
Formal Logic,4262,Friendly,0
Formal Logic,4262,Neutral,0
Formal Logic,4262,Rude,0
Formal Logic,4262,Very Rude,0
Formal Logic,4263,Very Friendly,0
Formal Logic,4263,Friendly,0
Formal Logic,4263,Neutral,0
Formal Logic,4263,Rude,0
Formal Logic,4263,Very Rude,0
Formal Logic,4289,Very Friendly,100
Formal Logic,4289,Friendly,100
Formal Logic,4289,Neutral,100
Formal Logic,4289,Rude,100
Formal Logic,4289,Very Rude,100
Formal Logic,4293,Very Friendly,100
Formal Logic,4293,Friendly,100
Formal Logic,4293,Neutral,100
Formal Logic,4293,Rude,100
Formal Logic,4293,Very Rude,100
Formal Logic,4302,Very Friendly,0
Formal Logic,4302,Friendly,0
Formal Logic,4302,Neutral,0
Formal Logic,4302,Rude,0
Formal Logic,4302,Very Rude,0
Formal Logic,4304,Very Friendly,100
Formal Logic,4304,Friendly,100
Formal Logic,4304,Neutral,100
Formal Logic,4304,Rude,100
Formal Logic,4304,Very Rude,100
Formal Logic,4319,Very Friendly,0
Formal Logic,4319,Friendly,0
Formal Logic,4319,Neutral,0
Formal Logic,4319,Rude,0
Formal Logic,4319,Very Rude,0
Formal Logic,4327,Very Friendly,100
Formal Logic,4327,Friendly,100
Formal Logic,4327,Neutral,100
Formal Logic,4327,Rude,100
Formal Logic,4327,Very Rude,100
Formal Logic,4340,Very Friendly,100
Formal Logic,4340,Friendly,100
Formal Logic,4340,Neutral,100
Formal Logic,4340,Rude,100
Formal Logic,4340,Very Rude,100
Formal Logic,4346,Very Friendly,100
Formal Logic,4346,Friendly,100
Formal Logic,4346,Neutral,100
Formal Logic,4346,Rude,100
Formal Logic,4346,Very Rude,100
Formal Logic,4351,Very Friendly,0
Formal Logic,4351,Friendly,0
Formal Logic,4351,Neutral,0
Formal Logic,4351,Rude,0
Formal Logic,4351,Very Rude,0
Formal Logic,4366,Very Friendly,0
Formal Logic,4366,Friendly,0
Formal Logic,4366,Neutral,0
Formal Logic,4366,Rude,0
Formal Logic,4366,Very Rude,0
Formal Logic,4378,Very Friendly,0
Formal Logic,4378,Friendly,0
Formal Logic,4378,Neutral,0
Formal Logic,4378,Rude,0
Formal Logic,4378,Very Rude,0
Formal Logic,4381,Very Friendly,0
Formal Logic,4381,Friendly,0
Formal Logic,4381,Neutral,0
Formal Logic,4381,Rude,0
Formal Logic,4381,Very Rude,100
Formal Logic,4383,Very Friendly,0
Formal Logic,4383,Friendly,0
Formal Logic,4383,Neutral,0
Formal Logic,4383,Rude,0
Formal Logic,4383,Very Rude,0
Formal Logic,4393,Very Friendly,0
Formal Logic,4393,Friendly,0
Formal Logic,4393,Neutral,0
Formal Logic,4393,Rude,0
Formal Logic,4393,Very Rude,0
Formal Logic,4403,Very Friendly,100
Formal Logic,4403,Friendly,100
Formal Logic,4403,Neutral,100
Formal Logic,4403,Rude,100
Formal Logic,4403,Very Rude,100
Formal Logic,4413,Very Friendly,0
Formal Logic,4413,Friendly,0
Formal Logic,4413,Neutral,0
Formal Logic,4413,Rude,0
Formal Logic,4413,Very Rude,0
Formal Logic,4417,Very Friendly,100
Formal Logic,4417,Friendly,100
Formal Logic,4417,Neutral,100
Formal Logic,4417,Rude,100
Formal Logic,4417,Very Rude,100
Formal Logic,4418,Very Friendly,100
Formal Logic,4418,Friendly,100
Formal Logic,4418,Neutral,100
Formal Logic,4418,Rude,100
Formal Logic,4418,Very Rude,100
Formal Logic,4440,Very Friendly,100
Formal Logic,4440,Friendly,100
Formal Logic,4440,Neutral,100
Formal Logic,4440,Rude,100
Formal Logic,4440,Very Rude,100
Formal Logic,4448,Very Friendly,0
Formal Logic,4448,Friendly,0
Formal Logic,4448,Neutral,0
Formal Logic,4448,Rude,0
Formal Logic,4448,Very Rude,0
Formal Logic,4451,Very Friendly,100
Formal Logic,4451,Friendly,100
Formal Logic,4451,Neutral,100
Formal Logic,4451,Rude,100
Formal Logic,4451,Very Rude,100
Formal Logic,4457,Very Friendly,100
Formal Logic,4457,Friendly,100
Formal Logic,4457,Neutral,100
Formal Logic,4457,Rude,100
Formal Logic,4457,Very Rude,100
Formal Logic,4476,Very Friendly,100
Formal Logic,4476,Friendly,100
Formal Logic,4476,Neutral,100
Formal Logic,4476,Rude,100
Formal Logic,4476,Very Rude,100
Formal Logic,4479,Very Friendly,100
Formal Logic,4479,Friendly,100
Formal Logic,4479,Neutral,100
Formal Logic,4479,Rude,100
Formal Logic,4479,Very Rude,100
Formal Logic,4482,Very Friendly,0
Formal Logic,4482,Friendly,0
Formal Logic,4482,Neutral,0
Formal Logic,4482,Rude,0
Formal Logic,4482,Very Rude,0
Formal Logic,4484,Very Friendly,100
Formal Logic,4484,Friendly,100
Formal Logic,4484,Neutral,100
Formal Logic,4484,Rude,100
Formal Logic,4484,Very Rude,100
Formal Logic,4490,Very Friendly,0
Formal Logic,4490,Friendly,0
Formal Logic,4490,Neutral,0
Formal Logic,4490,Rude,0
Formal Logic,4490,Very Rude,0
Formal Logic,4491,Very Friendly,0
Formal Logic,4491,Friendly,0
Formal Logic,4491,Neutral,0
Formal Logic,4491,Rude,0
Formal Logic,4491,Very Rude,0
Formal Logic,4493,Very Friendly,100
Formal Logic,4493,Friendly,100
Formal Logic,4493,Neutral,100
Formal Logic,4493,Rude,100
Formal Logic,4493,Very Rude,100
Formal Logic,4511,Very Friendly,100
Formal Logic,4511,Friendly,100
Formal Logic,4511,Neutral,100
Formal Logic,4511,Rude,100
Formal Logic,4511,Very Rude,100
Formal Logic,4534,Very Friendly,100
Formal Logic,4534,Friendly,0
Formal Logic,4534,Neutral,100
Formal Logic,4534,Rude,0
Formal Logic,4534,Very Rude,0
Formal Logic,4539,Very Friendly,100
Formal Logic,4539,Friendly,100
Formal Logic,4539,Neutral,100
Formal Logic,4539,Rude,100
Formal Logic,4539,Very Rude,100
Formal Logic,4543,Very Friendly,100
Formal Logic,4543,Friendly,100
Formal Logic,4543,Neutral,100
Formal Logic,4543,Rude,100
Formal Logic,4543,Very Rude,100
Formal Logic,4554,Very Friendly,100
Formal Logic,4554,Friendly,100
Formal Logic,4554,Neutral,100
Formal Logic,4554,Rude,100
Formal Logic,4554,Very Rude,100
Formal Logic,4560,Very Friendly,100
Formal Logic,4560,Friendly,100
Formal Logic,4560,Neutral,100
Formal Logic,4560,Rude,100
Formal Logic,4560,Very Rude,100
Formal Logic,4568,Very Friendly,100
Formal Logic,4568,Friendly,100
Formal Logic,4568,Neutral,100
Formal Logic,4568,Rude,100
Formal Logic,4568,Very Rude,100
Formal Logic,4575,Very Friendly,100
Formal Logic,4575,Friendly,100
Formal Logic,4575,Neutral,100
Formal Logic,4575,Rude,100
Formal Logic,4575,Very Rude,100
Formal Logic,4597,Very Friendly,100
Formal Logic,4597,Friendly,100
Formal Logic,4597,Neutral,100
Formal Logic,4597,Rude,100
Formal Logic,4597,Very Rude,100
Formal Logic,4600,Very Friendly,100
Formal Logic,4600,Friendly,100
