Domain,QID,Tone,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10
law,586,Friendly,0,0,0,0,0,0,0,0,0,0
law,586,Neutral,100,100,100,100,100,100,100,100,100,100
law,586,Rude,0,0,0,0,0,0,0,0,0,0
law,586,Very Rude,0,0,0,0,0,0,0,0,0,0
law,589,Very Friendly,0,100,0,100,100,0,100,0,100,0
law,589,Friendly,100,100,100,100,100,100,100,100,100,100
law,589,Neutral,100,100,100,100,100,100,100,100,100,100
law,589,Rude,100,100,100,100,100,100,100,100,100,100
law,589,Very Rude,100,100,100,100,100,100,100,100,100,100
law,590,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,590,Friendly,0,0,0,0,0,0,0,0,0,0
law,590,Neutral,0,0,0,0,0,0,0,0,0,0
law,590,Rude,0,0,0,0,0,0,0,0,0,0
law,590,Very Rude,0,0,0,0,0,0,0,0,0,0
law,591,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,591,Friendly,0,0,0,0,0,0,0,0,0,0
law,591,Neutral,0,0,0,0,0,0,0,0,0,0
law,591,Rude,0,0,0,0,0,0,0,0,0,0
law,591,Very Rude,0,0,0,0,0,0,0,0,0,0
law,592,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,592,Friendly,0,0,0,0,0,0,0,0,0,0
law,592,Neutral,0,0,0,0,0,0,0,0,0,0
law,592,Rude,0,0,0,0,0,0,0,0,0,0
law,592,Very Rude,0,0,0,0,0,0,0,0,0,0
law,598,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,598,Friendly,100,100,100,100,100,100,100,100,100,100
law,598,Neutral,100,100,100,100,100,100,100,100,100,100
law,598,Rude,100,100,100,100,100,100,100,100,100,100
law,598,Very Rude,100,100,100,100,100,100,100,100,100,100
law,599,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,599,Friendly,100,100,100,100,100,100,100,100,100,100
law,599,Neutral,100,100,100,100,100,100,100,100,100,100
law,599,Rude,100,100,100,100,100,100,100,100,100,100
law,599,Very Rude,100,100,100,100,100,100,100,100,100,100
law,602,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,602,Friendly,0,0,0,0,0,0,0,0,0,0
law,602,Neutral,0,0,0,0,0,0,0,0,0,0
law,602,Rude,0,0,0,0,0,0,0,0,0,0
law,602,Very Rude,0,0,0,0,0,0,0,0,0,0
law,603,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,603,Friendly,0,0,0,0,0,0,0,0,0,0
law,603,Neutral,0,0,0,0,0,0,0,0,0,0
law,603,Rude,0,0,0,0,0,0,0,0,0,0
law,603,Very Rude,0,0,0,0,0,0,0,0,0,0
law,608,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,608,Friendly,0,0,0,0,0,0,0,0,0,0
law,608,Neutral,0,0,0,0,0,0,0,0,0,0
law,608,Rude,0,0,0,0,0,0,0,0,0,0
law,608,Very Rude,0,0,0,0,0,0,0,0,0,0
law,611,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,611,Friendly,0,0,0,0,0,0,0,0,0,0
law,611,Neutral,0,0,0,0,0,0,0,0,0,0
law,611,Rude,0,0,0,0,0,0,0,0,0,0
law,611,Very Rude,0,0,0,0,0,0,0,0,0,0
law,612,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,612,Friendly,100,100,100,100,100,100,100,100,100,100
law,612,Neutral,100,100,100,100,100,100,100,100,100,100
law,612,Rude,100,100,100,100,100,100,100,100,100,100
law,612,Very Rude,100,100,100,100,100,100,100,100,100,100
law,614,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,614,Friendly,100,100,100,100,100,100,100,100,100,100
law,614,Neutral,100,100,100,100,100,100,100,100,100,100
law,614,Rude,100,100,100,100,100,100,100,100,100,100
law,614,Very Rude,100,100,100,100,100,100,100,100,100,100
law,615,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,615,Friendly,0,0,0,0,0,0,0,0,0,0
law,615,Neutral,0,0,0,0,0,0,0,0,0,0
law,615,Rude,0,0,0,0,0,0,0,0,0,0
law,615,Very Rude,0,0,0,0,0,0,0,0,0,0
law,616,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,616,Friendly,100,100,100,100,100,100,100,100,100,100
law,616,Neutral,100,100,100,100,100,100,100,100,100,100
law,616,Rude,100,100,100,100,100,100,100,100,100,100
law,616,Very Rude,100,100,100,100,100,100,100,100,100,100
law,618,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,618,Friendly,0,0,0,0,0,0,0,0,0,0
law,618,Neutral,0,0,0,0,0,0,0,0,0,0
law,618,Rude,0,0,0,0,0,0,0,0,0,0
law,618,Very Rude,0,0,0,0,0,0,0,0,0,0
law,619,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,619,Friendly,0,0,0,0,0,0,0,0,0,0
law,619,Neutral,0,0,0,0,0,0,0,0,0,0
law,619,Rude,0,0,0,0,0,0,0,0,0,0
law,619,Very Rude,0,0,0,0,0,0,0,0,0,0
law,622,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,622,Friendly,100,100,100,100,100,100,100,100,100,100
law,622,Neutral,100,100,100,100,100,100,100,100,100,100
law,622,Rude,100,100,100,100,100,100,100,100,100,100
law,622,Very Rude,100,100,100,100,100,100,100,100,100,100
law,627,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,627,Friendly,100,100,100,100,100,100,100,100,100,100
law,627,Neutral,100,100,100,100,100,100,100,100,100,100
law,627,Rude,100,100,100,100,100,100,100,100,100,100
law,627,Very Rude,100,100,100,100,100,100,100,100,100,100
law,630,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,630,Friendly,100,100,100,100,100,100,100,100,100,100
law,630,Neutral,100,100,100,100,100,100,100,100,100,100
law,630,Rude,100,100,100,100,100,100,100,100,100,100
law,630,Very Rude,100,100,100,100,100,100,100,100,100,100
law,635,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,635,Friendly,100,100,100,100,100,100,100,100,100,100
law,635,Neutral,100,100,100,100,100,100,100,100,100,100
law,635,Rude,100,100,100,100,100,100,100,100,100,100
law,635,Very Rude,100,100,100,100,100,100,100,100,100,100
law,644,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,644,Friendly,100,100,100,100,100,100,100,100,100,100
law,644,Neutral,100,100,100,100,100,100,100,100,100,100
law,644,Rude,100,100,100,100,100,100,100,100,100,100
law,644,Very Rude,100,100,100,100,100,100,100,100,100,100
law,650,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,650,Friendly,100,100,100,100,100,100,100,100,100,100
law,650,Neutral,100,100,100,100,100,100,100,100,100,100
law,650,Rude,100,100,100,100,100,100,100,100,100,100
law,650,Very Rude,100,100,100,100,100,100,100,100,100,100
law,651,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,651,Friendly,100,100,100,100,100,100,100,0,100,100
law,651,Neutral,100,100,100,100,100,100,100,100,100,100
law,651,Rude,100,100,100,100,100,100,100,100,100,100
law,651,Very Rude,0,100,100,0,0,100,0,0,0,0
law,652,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,652,Friendly,100,100,100,100,100,100,100,100,100,100
law,652,Neutral,100,100,100,100,100,100,100,100,100,100
law,652,Rude,100,100,100,100,100,100,100,100,100,100
law,652,Very Rude,100,100,100,100,100,100,100,100,100,100
law,655,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,655,Friendly,100,100,100,100,100,100,100,100,100,100
law,655,Neutral,100,100,100,100,100,100,100,100,100,100
law,655,Rude,100,100,100,100,100,100,100,100,100,100
law,655,Very Rude,100,100,100,100,100,100,100,100,100,100
law,661,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,661,Friendly,0,0,0,0,0,0,0,0,0,0
law,661,Neutral,0,0,0,0,0,0,0,0,0,0
law,661,Rude,0,0,0,0,0,0,0,0,0,0
law,661,Very Rude,0,0,0,0,0,0,0,0,0,0
law,662,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,662,Friendly,100,100,100,100,100,100,100,100,100,100
law,662,Neutral,100,100,100,100,100,100,100,100,100,100
law,662,Rude,100,100,100,100,100,100,100,100,100,100
law,662,Very Rude,100,100,100,100,100,100,100,100,100,100
law,665,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,665,Friendly,100,100,100,100,100,100,100,100,100,100
law,665,Neutral,100,100,100,100,100,100,100,100,100,100
law,665,Rude,100,100,100,100,100,100,100,100,100,100
law,665,Very Rude,100,100,100,100,100,100,100,100,100,100
law,669,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,669,Friendly,100,100,100,100,100,100,100,100,100,100
law,669,Neutral,100,100,100,100,100,100,100,100,100,100
law,669,Rude,100,100,100,100,100,100,100,100,100,100
law,669,Very Rude,100,100,100,100,100,100,100,0,100,100
law,670,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,670,Friendly,0,0,0,0,0,100,0,0,0,0
law,670,Neutral,0,100,100,100,0,0,0,0,0,100
law,670,Rude,100,100,100,100,100,100,100,100,100,100
law,670,Very Rude,100,100,100,100,100,100,100,100,100,100
law,673,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,673,Friendly,100,100,100,100,100,100,100,100,100,100
law,673,Neutral,100,100,100,100,100,100,100,100,100,100
law,673,Rude,100,100,100,100,100,100,100,100,100,100
law,673,Very Rude,100,100,100,100,100,100,100,100,100,100
law,675,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,675,Friendly,0,0,0,0,0,0,0,0,0,0
law,675,Neutral,0,0,0,0,0,0,0,0,0,0
law,675,Rude,0,0,0,0,0,0,0,0,0,0
law,675,Very Rude,0,0,0,0,0,0,0,0,0,0
law,678,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,678,Friendly,0,0,0,0,0,0,0,0,0,0
law,678,Neutral,0,0,0,0,0,0,0,0,0,0
law,678,Rude,0,0,0,0,0,0,0,0,0,0
law,678,Very Rude,0,0,0,0,0,0,0,0,0,0
law,679,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,679,Friendly,100,100,100,100,100,100,100,100,100,100
law,679,Neutral,100,100,100,100,100,100,100,100,100,100
law,679,Rude,100,100,100,100,100,100,100,100,100,100
law,679,Very Rude,100,100,100,100,100,100,100,100,100,100
law,683,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,683,Friendly,0,0,0,0,0,0,0,0,0,0
law,683,Neutral,0,0,0,0,0,0,0,0,0,0
law,683,Rude,0,0,0,0,0,0,0,0,0,0
law,683,Very Rude,0,0,0,0,0,0,0,0,0,0
law,692,Very Friendly,0,0,100,0,0,0,0,0,0,0
law,692,Friendly,0,0,100,100,100,100,100,0,0,0
law,692,Neutral,100,100,100,100,100,100,100,100,100,100
law,692,Rude,0,0,0,0,0,0,0,0,0,0
law,692,Very Rude,0,0,0,0,0,0,0,0,0,0
law,694,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,694,Friendly,0,0,0,0,0,0,0,0,0,0
law,694,Neutral,0,0,0,0,0,0,0,0,0,0
law,694,Rude,0,0,0,0,0,0,0,0,0,0
law,694,Very Rude,0,0,0,0,0,0,0,0,0,0
law,695,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,695,Friendly,0,0,0,0,0,0,0,0,0,0
law,695,Neutral,0,0,0,0,0,0,0,0,0,0
law,695,Rude,0,0,0,0,0,0,0,0,0,0
law,695,Very Rude,0,0,0,0,0,0,0,0,0,0
law,705,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,705,Friendly,100,100,100,100,100,100,100,100,100,100
law,705,Neutral,100,100,100,100,100,100,100,100,100,100
law,705,Rude,100,100,100,100,100,100,100,100,100,100
law,705,Very Rude,100,100,100,100,100,100,100,100,100,100
law,707,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,707,Friendly,100,100,100,100,100,100,100,100,100,100
law,707,Neutral,100,100,100,100,100,100,100,100,100,100
law,707,Rude,0,0,0,0,0,0,0,0,0,100
law,707,Very Rude,100,100,100,100,100,100,100,100,100,100
law,708,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,708,Friendly,100,100,100,100,100,100,100,100,100,100
law,708,Neutral,100,100,100,100,100,100,100,100,100,100
law,708,Rude,100,100,100,100,100,100,100,100,100,100
law,708,Very Rude,100,100,100,100,100,100,100,100,100,100
law,711,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,711,Friendly,0,0,0,0,0,0,0,0,0,0
law,711,Neutral,0,0,0,0,0,0,0,0,0,0
law,711,Rude,0,0,0,0,0,0,0,0,0,0
law,711,Very Rude,0,0,0,0,0,0,0,0,0,0
law,712,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,712,Friendly,100,100,100,100,100,100,100,100,100,100
law,712,Neutral,100,100,100,100,100,100,100,100,100,100
law,712,Rude,100,100,100,100,100,100,100,100,100,100
law,712,Very Rude,100,100,100,100,100,100,100,100,100,100
law,713,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,713,Friendly,0,0,0,0,0,0,0,0,0,0
law,713,Neutral,0,0,0,0,0,0,0,0,0,0
law,713,Rude,0,0,0,0,0,0,0,0,0,0
law,713,Very Rude,0,0,0,0,0,0,0,0,0,0
law,715,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,715,Friendly,100,100,100,100,100,100,100,100,100,100
law,715,Neutral,100,100,100,100,100,100,100,100,100,100
law,715,Rude,100,100,100,100,100,100,100,100,100,100
law,715,Very Rude,100,100,100,100,100,100,100,100,100,100
law,719,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,719,Friendly,100,100,100,100,100,100,100,100,100,100
law,719,Neutral,100,100,100,100,100,100,100,100,100,100
law,719,Rude,100,100,100,100,100,100,100,100,100,100
law,719,Very Rude,100,100,100,100,100,100,100,100,100,100
law,721,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,721,Friendly,100,100,100,100,100,100,100,100,100,100
law,721,Neutral,100,100,100,100,100,100,100,100,100,100
law,721,Rude,100,100,100,100,100,100,100,100,100,100
law,721,Very Rude,100,100,100,100,100,100,100,100,100,100
law,723,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,723,Friendly,0,0,0,0,0,0,0,0,0,0
law,723,Neutral,0,0,0,0,0,0,0,0,0,0
law,723,Rude,0,0,0,0,0,0,0,0,0,0
law,723,Very Rude,0,0,0,0,0,0,0,0,0,0
law,725,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,725,Friendly,100,100,100,100,100,100,100,100,100,100
law,725,Neutral,100,100,100,100,100,100,100,100,100,100
law,725,Rude,100,100,100,100,100,100,100,100,100,100
law,725,Very Rude,100,100,100,100,100,100,100,100,100,100
law,728,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,728,Friendly,100,100,100,100,100,100,100,100,100,100
law,728,Neutral,100,100,100,100,100,100,100,100,100,100
law,728,Rude,100,100,100,100,100,100,100,100,100,100
law,728,Very Rude,100,100,100,100,100,100,100,100,100,100
law,744,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,744,Friendly,100,100,100,100,100,100,100,100,100,100
law,744,Neutral,100,100,100,100,100,100,100,100,100,100
law,744,Rude,100,100,100,100,100,100,100,100,100,100
law,744,Very Rude,100,100,100,100,100,100,100,100,100,100
law,745,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,745,Friendly,0,0,0,0,0,0,0,0,0,0
law,745,Neutral,0,0,0,0,0,0,0,0,0,0
law,745,Rude,0,0,0,0,0,0,0,0,0,0
law,745,Very Rude,0,0,0,0,0,0,0,0,0,0
law,747,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,747,Friendly,100,100,100,100,100,100,100,100,100,100
law,747,Neutral,100,100,100,100,100,100,100,100,100,100
law,747,Rude,100,100,100,100,100,100,100,100,100,100
law,747,Very Rude,100,100,100,100,100,100,100,100,100,100
law,753,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,753,Friendly,0,0,0,0,0,0,0,0,0,0
law,753,Neutral,0,0,0,0,0,0,0,0,0,0
law,753,Rude,0,0,0,0,0,0,0,0,0,0
law,753,Very Rude,0,0,0,0,0,0,0,0,0,0
law,755,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,755,Friendly,100,100,100,100,100,100,100,100,100,100
law,755,Neutral,100,100,100,100,100,100,100,100,100,100
law,755,Rude,100,100,100,100,100,100,100,100,100,100
law,755,Very Rude,100,100,100,100,100,100,100,100,100,100
law,756,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,756,Friendly,0,0,0,0,0,0,0,0,0,0
law,756,Neutral,0,0,0,0,0,0,0,0,0,0
law,756,Rude,0,0,0,0,0,0,0,0,0,0
law,756,Very Rude,0,0,0,0,0,0,0,0,0,0
law,757,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,757,Friendly,100,100,100,100,100,100,100,100,100,100
law,757,Neutral,100,100,100,100,100,100,100,100,100,100
law,757,Rude,100,100,100,100,100,100,100,100,100,100
law,757,Very Rude,100,100,100,100,100,100,100,100,100,100
law,758,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,758,Friendly,0,0,0,0,0,0,0,0,0,0
law,758,Neutral,0,0,0,0,0,0,0,0,0,0
law,758,Rude,0,0,0,0,0,0,0,0,0,0
law,758,Very Rude,0,0,0,0,0,0,0,0,0,0
law,760,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,760,Friendly,100,100,100,100,100,100,100,100,100,100
law,760,Neutral,100,100,100,100,100,100,100,100,100,100
law,760,Rude,100,100,100,100,100,100,100,100,100,100
law,760,Very Rude,100,100,100,100,100,100,100,100,100,100
law,766,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,766,Friendly,0,0,0,0,0,0,0,0,0,0
law,766,Neutral,0,0,0,0,0,0,0,0,0,0
law,766,Rude,0,0,0,0,0,0,0,0,0,0
law,766,Very Rude,0,0,0,0,0,0,0,0,0,0
law,768,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,768,Friendly,100,100,100,100,100,100,100,100,100,100
law,768,Neutral,100,100,100,100,100,100,100,100,100,100
law,768,Rude,100,100,100,100,100,100,100,100,100,100
law,768,Very Rude,100,100,100,100,100,100,100,100,100,100
law,775,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,775,Friendly,100,100,100,100,100,100,100,100,100,100
law,775,Neutral,100,100,100,100,100,100,100,100,100,100
law,775,Rude,100,100,100,100,100,100,100,100,100,100
law,775,Very Rude,100,100,100,100,100,100,100,100,100,100
law,782,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,782,Friendly,0,0,0,0,0,0,0,0,0,0
law,782,Neutral,0,0,0,0,0,0,0,0,0,0
law,782,Rude,0,0,0,0,0,0,0,0,0,0
law,782,Very Rude,0,0,0,0,0,0,0,0,0,0
law,783,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,783,Friendly,0,0,0,0,0,0,0,0,0,0
law,783,Neutral,100,0,100,0,100,100,0,100,0,100
law,783,Rude,0,0,0,0,0,0,0,100,100,0
law,783,Very Rude,0,0,0,0,0,0,0,0,0,0
law,786,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,786,Friendly,0,0,0,0,0,0,0,0,0,0
law,786,Neutral,0,0,0,0,0,0,0,0,0,0
law,786,Rude,0,0,0,0,0,0,0,0,0,0
law,786,Very Rude,0,0,0,0,0,0,0,0,0,0
law,793,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,793,Friendly,100,100,100,100,100,100,100,100,100,100
law,793,Neutral,100,100,100,100,100,100,100,100,100,100
law,793,Rude,100,100,100,100,100,100,100,100,100,100
law,793,Very Rude,100,100,100,100,100,100,100,100,100,100
law,794,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,794,Friendly,0,0,0,0,0,0,0,0,0,0
law,794,Neutral,0,0,0,0,0,0,0,0,0,0
law,794,Rude,0,0,0,0,0,0,0,0,0,0
law,794,Very Rude,0,0,0,0,0,0,0,0,0,0
law,800,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,800,Friendly,100,100,100,100,100,100,100,100,100,100
law,800,Neutral,100,100,100,100,100,100,100,100,100,100
law,800,Rude,100,100,100,100,100,100,100,100,100,100
law,800,Very Rude,100,100,100,100,100,100,100,100,100,100
law,803,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,803,Friendly,0,0,0,0,0,0,0,0,0,0
law,803,Neutral,0,0,0,0,0,0,0,0,0,0
law,803,Rude,0,0,0,0,0,0,0,0,0,0
law,803,Very Rude,0,0,0,0,0,0,0,0,0,0
law,808,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,808,Friendly,0,0,0,0,0,0,0,0,0,0
law,808,Neutral,0,0,0,0,0,0,0,0,0,0
law,808,Rude,0,0,0,0,0,0,0,0,0,0
law,808,Very Rude,0,0,0,0,0,0,0,0,0,0
law,810,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,810,Friendly,0,0,0,0,0,0,0,0,0,0
law,810,Neutral,0,0,0,0,0,0,0,0,0,0
law,810,Rude,0,0,0,0,0,0,0,0,0,0
law,810,Very Rude,0,0,0,0,0,0,0,0,0,0
law,812,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,812,Friendly,100,100,100,100,100,100,100,100,100,100
law,812,Neutral,100,100,100,100,100,100,100,100,100,100
law,812,Rude,100,100,100,100,100,100,100,100,100,100
law,812,Very Rude,100,100,100,100,100,100,100,100,100,100
law,813,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,813,Friendly,0,0,0,0,0,0,0,0,0,0
law,813,Neutral,100,0,0,100,0,100,100,100,100,0
law,813,Rude,0,0,0,0,0,0,0,0,0,0
law,813,Very Rude,100,100,0,100,100,100,100,100,0,0
law,830,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,830,Friendly,100,100,100,100,100,100,100,100,100,100
law,830,Neutral,100,100,100,100,100,100,100,100,100,100
law,830,Rude,100,100,100,100,100,100,100,100,100,100
law,830,Very Rude,100,100,100,100,100,100,100,100,100,100
law,835,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,835,Friendly,100,100,100,100,100,100,100,100,100,100
law,835,Neutral,100,100,100,100,100,100,100,100,100,100
law,835,Rude,100,100,100,100,100,100,100,100,100,100
law,835,Very Rude,100,100,100,100,100,100,100,100,100,100
law,839,Very Friendly,0,100,100,100,0,100,0,100,100,100
law,839,Friendly,0,0,0,0,0,0,0,0,0,0
law,839,Neutral,100,100,100,100,100,100,100,100,100,100
law,839,Rude,0,0,0,0,0,0,0,0,0,0
law,839,Very Rude,0,0,0,0,0,0,0,0,0,0
law,845,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,845,Friendly,0,0,0,0,0,0,0,0,0,0
law,845,Neutral,0,0,0,0,0,0,0,0,0,0
law,845,Rude,0,0,0,0,0,0,0,0,0,0
law,845,Very Rude,0,0,0,0,0,0,0,0,0,0
law,846,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,846,Friendly,100,100,100,100,100,100,100,100,100,100
law,846,Neutral,100,100,100,100,100,100,100,100,100,100
law,846,Rude,100,100,100,100,100,100,100,100,100,100
law,846,Very Rude,100,100,100,100,100,100,100,100,100,100
law,848,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,848,Friendly,100,100,100,100,100,100,100,100,100,100
law,848,Neutral,100,100,100,100,100,100,100,100,100,100
law,848,Rude,100,100,100,100,100,100,100,100,100,100
law,848,Very Rude,100,100,100,100,100,100,100,100,100,100
law,850,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,850,Friendly,100,100,100,100,100,100,100,100,100,100
law,850,Neutral,100,100,100,100,100,100,100,100,100,100
law,850,Rude,100,100,100,100,100,100,100,100,100,100
law,850,Very Rude,100,100,100,100,100,100,100,100,100,100
law,856,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,856,Friendly,100,100,100,100,100,100,100,100,100,100
law,856,Neutral,100,100,100,100,100,100,100,100,100,100
law,856,Rude,100,100,100,100,100,100,100,100,100,100
law,856,Very Rude,100,100,100,100,100,100,100,100,100,100
law,862,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,862,Friendly,0,0,0,0,0,0,0,0,0,0
law,862,Neutral,0,0,0,0,0,0,0,0,0,0
law,862,Rude,0,0,0,0,0,0,0,0,0,0
law,862,Very Rude,0,0,0,0,0,0,0,0,0,0
law,863,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,863,Friendly,0,0,0,0,0,0,0,0,0,0
law,863,Neutral,0,0,0,0,0,0,0,0,0,0
law,863,Rude,0,0,0,0,0,0,0,0,0,0
law,863,Very Rude,0,0,0,0,0,0,0,0,0,0
law,865,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,865,Friendly,100,100,100,100,100,100,100,100,100,100
law,865,Neutral,100,100,100,100,100,100,100,100,100,100
law,865,Rude,100,100,100,100,100,100,100,100,100,100
law,865,Very Rude,100,100,100,100,100,100,100,100,100,100
law,866,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,866,Friendly,100,100,100,100,100,100,100,100,100,100
law,866,Neutral,100,100,100,100,100,100,100,100,100,100
law,866,Rude,100,100,100,100,100,100,100,100,100,100
law,866,Very Rude,100,100,100,100,100,100,100,100,100,100
law,868,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,868,Friendly,0,0,0,0,0,0,0,0,0,0
law,868,Neutral,0,0,0,0,0,0,0,0,0,0
law,868,Rude,0,0,0,0,0,0,0,0,0,0
law,868,Very Rude,0,0,0,0,0,0,0,0,0,0
law,874,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,874,Friendly,100,100,100,100,100,100,100,100,100,100
law,874,Neutral,100,100,100,100,100,100,100,100,100,100
law,874,Rude,100,100,100,100,100,100,100,100,100,100
law,874,Very Rude,100,100,100,100,100,100,100,100,100,100
law,875,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,875,Friendly,100,100,100,100,100,100,100,100,100,100
law,875,Neutral,100,100,100,100,100,100,100,100,100,100
law,875,Rude,100,100,100,100,100,100,100,100,100,100
law,875,Very Rude,100,100,100,100,100,100,100,100,100,100
law,882,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,882,Friendly,100,100,100,100,100,100,100,100,100,100
law,882,Neutral,100,100,100,100,100,100,100,100,100,100
law,882,Rude,100,100,100,100,100,100,100,100,100,100
law,882,Very Rude,100,100,100,100,100,100,100,100,100,100
law,887,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,887,Friendly,100,100,100,100,100,100,100,100,100,100
law,887,Neutral,100,100,100,100,100,100,100,100,100,100
law,887,Rude,100,100,100,100,100,100,100,100,100,100
law,887,Very Rude,100,100,100,100,100,100,100,100,100,100
law,888,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,888,Friendly,0,0,0,0,0,0,0,0,0,0
law,888,Neutral,0,0,0,0,0,0,0,0,0,0
law,888,Rude,0,0,0,0,0,0,0,0,0,0
law,888,Very Rude,0,0,0,0,0,0,0,0,0,0
law,889,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,889,Friendly,0,0,0,0,0,0,0,0,0,0
law,889,Neutral,0,0,0,0,0,0,0,0,0,0
law,889,Rude,0,0,0,0,0,0,0,0,0,0
law,889,Very Rude,0,0,0,0,0,0,0,0,0,0
law,893,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,893,Friendly,100,100,100,100,100,100,100,100,100,100
law,893,Neutral,0,0,0,0,0,0,0,0,100,0
law,893,Rude,100,100,100,100,100,100,100,100,100,100
law,893,Very Rude,0,0,0,0,0,0,0,0,0,0
law,899,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,899,Friendly,0,0,0,0,0,0,0,0,0,0
law,899,Neutral,0,0,0,0,0,0,0,0,0,0
law,899,Rude,0,0,0,0,0,0,0,0,0,0
law,899,Very Rude,0,0,0,0,0,0,0,0,0,0
